1,Node Label,Activity,status,4,identifier,NL-1-PPR-100,description,Support STEPS Towards Development (STD) to undertake a programme of legal education/awareness raising to advance the legal position of women in Bangladesh by means of media-tools,title,DHA STD/leg. empowerment women
2,Node Label,Budget,value,3299564
3,Node Label,Organization,ref,XM-DAC-7,name,Ministry of Foreign Affairs (DGIS),type,10
4,Node Label,Organization,name,Steps Towards Development,ref,Steps_Towards_Development,type,23
5,Node Label,Policy,name,Gender Equality,code,1
6,Node Label,Policy,name,Aid to Environment,code,2
7,Node Label,Policy,name,Participatory Development/Good Governance,code,3
8,Node Label,Policy,name,Trade Development,code,4
9,Node Label,Policy,name,Aid Targeting the Objectives of the Convention on Biological Diversity,code,5
10,Node Label,Policy,name,Aid Targeting the Objectives of the Framework Convention on Climate Change - Mitigation,code,6
11,Node Label,Policy,name,Aid Targeting the Objectives of the Framework Convention on Climate Change - Adaptation,code,7
12,Node Label,Policy,name,Aid Targeting the Objectives of the Convention to Combat Desertification,code,8
13,Node Label,Policy,name,"Reproductive, Maternal, Newborn and Child Health",code,9
14,Node Label,Location,name,BANGLADESH,code,BD
24,Node Label,Activity,status,4,identifier,NL-1-PPR-10036,description,Bijdrage Afghanistan Stabilisation Programme,title,DVB SF Afghanistan - ASP
25,Node Label,Budget,value,3110400
26,Node Label,Organization,name,Ministry of Interior,ref,Ministry_of_Interior,type,10
27,Node Label,Location,name,AFGHANISTAN,code,AF
40,Node Label,Activity,status,4,description,CNV Actie KomOver 2005-2008,identifier,NL-1-PPR-10040,title,DSI Subsidie CNV 2005-2008
41,Node Label,Budget,value,41446378
42,Node Label,Organization,type,22,ref,NL-KvK-54436222-27541,name,CNV
43,Node Label,Location,name,WORLD WIDE,code,998
51,Node Label,Activity,status,4,description,FNV Mondiaal 2005-2008,identifier,NL-1-PPR-10041,title,DSI Subsidie FNV 2005-2008
52,Node Label,Budget,value,99008742
53,Node Label,Organization,type,22,ref,ABVAKABO_FNV,name,ABVAKABO FNV
61,Node Label,Activity,description,funding various projects,identifier,NL-1-PPR-10042,status,2,title,HAR Block Human Rights
62,Node Label,Budget,value,1250124
